Source,Target,Weight,Airport Code_Source,Airport Code_Target,Airport Name_Source,Airport Name_Target,US/INT_Source,US/Int_Target
1252,760,135315,PHL,JAX,Philadelphia International Airport,Jacksonville International Airport,True,True
1252,766,19691,PHL,JFK,Philadelphia International Airport,John F Kennedy International Airport,True,True
1252,812,1589,PHL,KIN,Philadelphia International Airport,Norman Manley International Airport,True,False
1252,872,167,PHL,LAN,Philadelphia International Airport,Capital City Airport,True,True
1252,875,313980,PHL,LAS,Philadelphia International Airport,McCarran International Airport,True,True
1252,877,324221,PHL,LAX,Philadelphia International Airport,Los Angeles International Airport,True,True
1252,879,20,PHL,LBB,Philadelphia International Airport,Lubbock Preston Smith International Airport,True,True
1252,901,171,PHL,LFT,Philadelphia International Airport,Lafayette Regional Airport,True,True
1252,902,193890,PHL,LGA,Philadelphia International Airport,La Guardia Airport,True,True
1252,910,178135,PHL,LHR,Philadelphia International Airport,London Heathrow Airport,True,False
1252,916,353,PHL,LIR,Philadelphia International Airport,Daniel Oduber Quiros International Airport,True,False
1252,917,22875,PHL,LIS,Philadelphia International Airport,Humberto Delgado Airport (Lisbon Portela Airport),True,False
1252,918,13,PHL,LIT,Philadelphia International Airport,Bill & Hillary Clinton National Airport/Adams Field,True,True
1252,947,78,PHL,LUK,Philadelphia International Airport,Cincinnati Municipal Airport Lunken Field,True,True
1252,950,161,PHL,LUX,Philadelphia International Airport,Luxembourg-Findel International Airport,True,False
1252,955,1,PHL,LWM,Philadelphia International Airport,Lawrence Municipal Airport,True,True
1252,959,6,PHL,LYH,Philadelphia International Airport,Lynchburg Regional Preston Glenn Field,True,True
1252,963,77576,PHL,MAD,Philadelphia International Airport,Adolfo Suárez Madrid–Barajas Airport,True,False
1252,964,278,PHL,MAF,Philadelphia International Airport,Midland International Airport,True,True
1252,966,81627,PHL,MAN,Philadelphia International Airport,Manchester Airport,True,False
1252,970,84928,PHL,MBJ,Philadelphia International Airport,Sangster International Airport,True,False
1252,972,6745,PHL,MBS,Philadelphia International Airport,MBS International Airport,True,True
1252,978,58776,PHL,MCI,Philadelphia International Airport,Kansas City International Airport,True,True
1252,982,714382,PHL,MCO,Philadelphia International Airport,Orlando International Airport,True,True
1252,988,62720,PHL,MDT,Philadelphia International Airport,Harrisburg International Airport,True,True
1252,989,211963,PHL,MDW,Philadelphia International Airport,Chicago Midway International Airport,True,True
1252,994,50013,PHL,MEM,Philadelphia International Airport,Memphis International Airport,True,True
1252,997,138,PHL,MEX,Philadelphia International Airport,Licenciado Benito Juarez International Airport,True,False
1252,998,31,PHL,MFE,Philadelphia International Airport,Mc Allen Miller International Airport,True,True
1252,1001,4,PHL,MGA,Philadelphia International Airport,Augusto C. Sandino (Managua) International Airport,True,False
1252,1011,228823,PHL,MHT,Philadelphia International Airport,Manchester-Boston Regional Airport,True,True
1252,1016,241475,PHL,MIA,Philadelphia International Airport,Miami International Airport,True,True
1252,1022,88667,PHL,MKE,Philadelphia International Airport,General Mitchell International Airport,True,True
1252,1061,3,PHL,MRY,Philadelphia International Airport,Monterey Peninsula Airport,True,True
1252,1066,1050,PHL,MSN,Philadelphia International Airport,Dane County Regional Truax Field,True,True
1252,1067,44,PHL,MSO,Philadelphia International Airport,Missoula International Airport,True,True
1252,1068,273317,PHL,MSP,Philadelphia International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
1252,1072,66289,PHL,MSY,Philadelphia International Airport,Louis Armstrong New Orleans International Airport,True,True
1252,1082,67886,PHL,MUC,Philadelphia International Airport,Munich Airport,True,False
1252,1101,11135,PHL,MYR,Philadelphia International Airport,Myrtle Beach International Airport,True,True
1252,1109,45498,PHL,NAS,Philadelphia International Airport,Lynden Pindling International Airport,True,False
1252,1161,3,PHL,OAJ,Philadelphia International Airport,Albert J Ellis Airport,True,True
1252,1162,8551,PHL,OAK,Philadelphia International Airport,Metropolitan Oakland International Airport,True,True
1252,1171,360,PHL,OGG,Philadelphia International Airport,Kahului Airport,True,True
1252,1176,352,PHL,OKC,Philadelphia International Airport,Will Rogers World Airport,True,True
1252,1185,339,PHL,OMA,Philadelphia International Airport,Eppley Airfield,True,True
1252,1189,1380,PHL,ONT,Philadelphia International Airport,Ontario International Airport,True,True
1252,1200,678541,PHL,ORD,Philadelphia International Airport,Chicago O'Hare International Airport,True,True
1252,1201,96660,PHL,ORF,Philadelphia International Airport,Norfolk International Airport,True,True
1252,1211,19190,PHL,OSL,Philadelphia International Airport,Oslo Lufthavn,True,False
1252,1231,181869,PHL,PBI,Philadelphia International Airport,Palm Beach International Airport,True,True
1252,1240,24250,PHL,PDX,Philadelphia International Airport,Portland International Airport,True,True
1252,1243,739,PHL,PEK,Philadelphia International Airport,Beijing Capital International Airport,True,False
1252,1251,41797,PHL,PHF,Philadelphia International Airport,Newport News Williamsburg International Airport,True,True
1252,1255,345542,PHL,PHX,Philadelphia International Airport,Phoenix Sky Harbor International Airport,True,True
1252,1258,53,PHL,PIE,Philadelphia International Airport,St Petersburg Clearwater International Airport,True,True
1252,1264,322456,PHL,PIT,Philadelphia International Airport,Pittsburgh International Airport,True,True
1252,1267,35,PHL,PKB,Philadelphia International Airport,Mid Ohio Valley Regional Airport,True,True
1252,1270,5259,PHL,PLS,Philadelphia International Airport,Providenciales Airport,True,False
1252,1277,384,PHL,PNS,Philadelphia International Airport,Pensacola Regional Airport,True,True
1252,1304,342,PHL,PSP,Philadelphia International Airport,Palm Springs International Airport,True,True
1252,1308,110,PHL,PTK,Philadelphia International Airport,Oakland County International Airport,True,True
1252,1316,51644,PHL,PUJ,Philadelphia International Airport,Punta Cana International Airport,True,False
1252,1320,251377,PHL,PVD,Philadelphia International Airport,Theodore Francis Green State Airport,True,True
1252,1322,36,PHL,PVR,Philadelphia International Airport,Licenciado Gustavo Díaz Ordaz International Airport,True,False
1252,1328,98840,PHL,PWM,Philadelphia International Airport,Portland International Jetport Airport,True,True
1252,1353,316616,PHL,RDU,Philadelphia International Airport,Raleigh Durham International Airport,True,True
1252,1359,78283,PHL,RIC,Philadelphia International Airport,Richmond International Airport,True,True
1252,1372,638,PHL,RNO,Philadelphia International Airport,Reno Tahoe International Airport,True,True
1252,1374,19517,PHL,ROA,Philadelphia International Airport,Roanoke–Blacksburg Regional Airport,True,True
1252,1376,70600,PHL,ROC,Philadelphia International Airport,Greater Rochester International Airport,True,True
1252,1391,144691,PHL,RSW,Philadelphia International Airport,Southwest Florida International Airport,True,True
1252,1403,126465,PHL,SAN,Philadelphia International Airport,San Diego International Airport,True,True
1252,1405,6902,PHL,SAT,Philadelphia International Airport,San Antonio International Airport,True,True
1252,1406,23667,PHL,SAV,Philadelphia International Airport,Savannah Hilton Head International Airport,True,True
1252,1411,54,PHL,SBN,Philadelphia International Airport,South Bend Regional Airport,True,True
1252,1414,36306,PHL,SBY,Philadelphia International Airport,Salisbury Ocean City Wicomico Regional Airport,True,True
1252,1417,62885,PHL,SCE,Philadelphia International Airport,University Park Airport,True,True
1252,1426,35442,PHL,SDF,Philadelphia International Airport,Louisville International Standiford Field,True,True
1252,1430,16431,PHL,SDQ,Philadelphia International Airport,Las Américas International Airport,True,False
1252,1433,111712,PHL,SEA,Philadelphia International Airport,Seattle Tacoma International Airport,True,True
1252,1437,284699,PHL,SFO,Philadelphia International Airport,San Francisco International Airport,True,True
1252,1456,2016,PHL,SJC,Philadelphia International Airport,Norman Y. Mineta San Jose International Airport,True,True
1252,1460,3545,PHL,SJO,Philadelphia International Airport,Juan Santamaria International Airport,True,False
1252,1462,237554,PHL,SJU,Philadelphia International Airport,Luis Munoz Marin International Airport,True,False
1252,1470,87628,PHL,SLC,Philadelphia International Airport,Salt Lake City International Airport,True,True
1252,1480,23986,PHL,SMF,Philadelphia International Airport,Sacramento International Airport,True,True
1252,1485,4848,PHL,SNA,Philadelphia International Airport,John Wayne Airport-Orange County Airport,True,True
1252,1488,353,PHL,SNN,Philadelphia International Airport,Shannon Airport,True,False
1252,1504,3,PHL,SRQ,Philadelphia International Airport,Sarasota Bradenton International Airport,True,True
1252,1508,329,PHL,SSC,Philadelphia International Airport,Shaw Air Force Base,True,True
1252,1517,145145,PHL,STL,Philadelphia International Airport,St Louis Lambert International Airport,True,True
1252,1522,28964,PHL,STT,Philadelphia International Airport,Cyril E. King Airport,True,False
1252,1524,1,PHL,SUN,Philadelphia International Airport,Friedman Memorial Airport,True,True
1252,1540,43480,PHL,SWF,Philadelphia International Airport,Stewart International Airport,True,True
1252,1541,40,PHL,SWO,Philadelphia International Airport,Stillwater Regional Airport,True,True
1252,1543,21360,PHL,SXM,Philadelphia International Airport,Princess Juliana International Airport,True,False
1252,1549,92048,PHL,SYR,Philadelphia International Airport,Syracuse Hancock International Airport,True,True
1252,1596,68,PHL,TLH,Philadelphia International Airport,Tallahassee Regional Airport,True,True
1252,1602,67725,PHL,TLV,Philadelphia International Airport,Ben Gurion International Airport,True,False
1252,1611,145,PHL,TOL,Philadelphia International Airport,Toledo Express Airport,True,True
1252,1613,338573,PHL,TPA,Philadelphia International Airport,Tampa International Airport,True,True
1252,1617,126,PHL,TRI,Philadelphia International Airport,Tri-Cities Regional TN/VA Airport,True,True
1252,1628,120,PHL,TUL,Philadelphia International Airport,Tulsa International Airport,True,True
1252,1630,964,PHL,TUS,Philadelphia International Airport,Tucson International Airport,True,True
1252,1631,85,PHL,TVC,Philadelphia International Airport,Cherry Capital Airport,True,True
1252,1645,18136,PHL,TYS,Philadelphia International Airport,McGhee Tyson Airport,True,True
1252,1664,398,PHL,UTM,Philadelphia International Airport,Tunica Municipal Airport,True,True
1252,1671,1887,PHL,UVF,Philadelphia International Airport,Hewanorra International Airport,True,False
1252,1679,24612,PHL,VCE,Philadelphia International Airport,Venice Marco Polo Airport,True,False
1252,1699,124,PHL,VOK,Philadelphia International Airport,Volk Field,True,True
1252,1782,46,PHL,YHU,Philadelphia International Airport,Montréal / Saint-Hubert Airport,True,False
1252,1783,20062,PHL,YHZ,Philadelphia International Airport,Halifax / Stanfield International Airport,True,False
1252,1799,37159,PHL,YOW,Philadelphia International Airport,Ottawa Macdonald-Cartier International Airport,True,False
1252,1820,85256,PHL,YUL,Philadelphia International Airport,Montreal / Pierre Elliott Trudeau International Airport,True,False
1252,1822,1061,PHL,YVR,Philadelphia International Airport,Vancouver International Airport,True,False
1252,1823,52,PHL,YWG,Philadelphia International Airport,Winnipeg / James Armstrong Richardson International Airport,True,False
1252,1828,47,PHL,YXU,Philadelphia International Airport,London Airport,True,False
1252,1831,48,PHL,YYC,Philadelphia International Airport,Calgary International Airport,True,False
1252,1837,132259,PHL,YYZ,Philadelphia International Airport,Lester B. Pearson International Airport,True,False
1252,1843,5,PHL,ZIH,Philadelphia International Airport,Ixtapa Zihuatanejo International Airport,True,False
1252,1847,36101,PHL,ZRH,Philadelphia International Airport,Zürich Airport,True,False
1254,31,3,PHO,ABL,Unkown,Ambler Airport,Unknown,True
1254,65,60,PHO,AIN,Unkown,Wainwright Airport,Unknown,True
1254,88,24,PHO,ANC,Unkown,Ted Stevens Anchorage International Airport,Unknown,True
1254,113,1,PHO,ATK,Unkown,Atqasuk Edward Burnell Sr Memorial Airport,Unknown,True
1254,185,37,PHO,BKC,Unkown,Buckland Airport,Unknown,True
1254,227,263,PHO,BRW,Unkown,Wiley Post Will Rogers Memorial Airport,Unknown,True
1254,231,24,PHO,BTI,Unkown,Barter Island LRRS Airport,Unknown,True
1254,427,1,PHO,DRG,Unkown,Deering Airport,Unknown,True
1254,505,33,PHO,FAI,Unkown,Fairbanks International Airport,Unknown,True
1254,855,240,PHO,KVL,Unkown,Kivalina Airport,Unknown,True
1254,949,9,PHO,LUR,Unkown,Cape Lisburne LRRS Airport,Unknown,True
1254,1165,1,PHO,OBU,Unkown,Kobuk Airport,Unknown,True
